codigo_estacao,latitude,longitude,n_dias,inmet_p95,inmet_p99,inmet_max,era5_p95,era5_p99,era5_max
A921,-11.6189,-50.7278,3977,14.2,17.423998,24.9,10.95712,12.506144,14.6024
A922,-15.0628,-59.8731,5161,13.4,16.9,23.9,12.1853,14.155116,17.7812
A923,-15.58,-54.3811,1823,16.0,20.078003,46.5,11.43185,12.68744,14.6622
A924,-10.0772,-56.1792,4260,12.5,16.041016,22.9,10.014615,11.332597,13.876
A925,-8.7936,-63.8458,3842,13.4,20.359009,25.0,9.07642,10.361915,14.429
A926,-9.9706,-55.8275,4995,14.1,17.206007,24.3,9.89958,11.118961,13.6389
A927,-12.5219,-58.2314,4624,14.1,17.6,22.7,10.206036,11.776201,15.3116
A928,-13.0386,-57.0922,5629,13.1,16.6,24.0,10.3872595,12.206265,15.4888
A929,-13.4111,-54.7522,4700,15.9,19.4,24.8,10.597508,11.827483,14.4481
A930,-13.1847,-53.2575,5456,12.7,16.0,22.2,10.26075,11.4820175,16.7748
A931,-14.925,-53.8844,5689,14.9,18.3,24.6,11.02326,12.414933,15.154
A932,-16.3417,-53.7661,5674,13.1,16.5,23.0,10.884895,12.250124,15.9262
A933,-17.175,-54.5017,4898,14.6,18.503027,24.5,11.679618,13.391754,18.4174
A934,-17.8411,-53.2894,5437,15.4,19.1,25.0,11.842814,13.4781885,18.406
A935,-15.3247,-57.2258,4331,12.8,16.27002,22.7,10.818649,12.607809,15.0048
A936,-15.1247,-58.1272,5818,12.6,15.8,22.8,11.656005,13.689444,17.7915
A937,-15.2344,-59.3461,5750,12.7,15.8,24.4,12.217628,14.368647,17.4901
A938,-12.735,-60.1578,4614,12.0,15.0,22.8,10.611259,12.033621,14.8681
A939,-11.4458,-61.4342,5537,12.5,15.964013,24.4,9.91204,11.488042,16.5419
A940,-9.9489,-62.9619,3465,13.8,20.03601,25.0,9.796801,11.350184,13.3096
A941,-16.0747,-57.6931,3074,12.3,15.354004,22.3,11.732958,13.43414,16.9862
A942,-10.4842,-52.3725,918,12.5,15.283002,33.7,10.386159,11.70363,12.7797
A943,-11.9878,-51.4261,1280,14.2,18.662989,27.7,10.799564,12.167246,13.6878
A944,-14.8289,-56.4419,1871,11.6,14.090014,20.0,11.4195,13.1078415,14.6734
B803,-24.5708,-52.8003,2288,15.16499,19.313011,34.9,12.805983,15.469717,21.5087
B804,-25.3714,-52.4008,1957,15.219995,19.632019,35.3,13.508919,17.213715,22.1309
B806,-25.3225,-49.1577,3407,12.1,15.293994,23.7,13.880099,17.491352,24.9771
B807,-30.1861,-51.1781,1016,15.225,21.25501,30.0,14.877475,17.449255,23.6089
F501,-19.98,-43.9586,4222,19.8,24.379004,29.0,11.487599,13.118401,19.406
