cluster_id,n_stations,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken
1,5,MLPRegressor,0.6169234537323984,0.618854932116941,2.465622863594372,1.753810167312622
1,5,GradientBoostingRegressor,0.6067802786468441,0.6087628990906415,2.498052218584067,0.8284273147583008
1,5,NuSVR,0.6064228792750885,0.6084073017325251,2.4991872068223047,0.7265398502349854
1,5,LGBMRegressor,0.5982990136749586,0.6003243967992866,2.524848453439188,14.635150909423828
1,5,SVR,0.5968074598471368,0.5988403634109327,2.529531610997627,1.0985610485076904
1,5,CatBoostRegressor,0.5956759858937508,0.597714594368236,2.53307842014211,3.488652467727661
1,5,HistGradientBoostingRegressor,0.5929797410496271,0.5950319440359315,2.541510334926517,0.42991209030151367
1,5,RandomForestRegressor,0.5863626183268587,0.5884481849571435,2.5620863173032307,1.8520259857177734
1,5,LassoLarsCV,0.5838943357371298,0.5859923474897157,2.569719267325001,0.01825881004333496
1,5,LarsCV,0.5838943357371298,0.5859923474897157,2.569719267325001,0.02243947982788086
1,5,Lars,0.5838943357371298,0.5859923474897157,2.569719267325001,0.014959096908569336
1,5,TransformedTargetRegressor,0.5838943357371291,0.5859923474897151,2.5697192673250027,0.01220250129699707
1,5,LinearRegression,0.5838943357371291,0.5859923474897151,2.5697192673250027,0.009607791900634766
1,5,LassoLarsIC,0.5838799494633229,0.5859780337517431,2.5697636891733824,0.011640071868896484
1,5,SGDRegressor,0.5838156933080676,0.5859141015771026,2.569962089563355,0.016505002975463867
1,5,RidgeCV,0.5837827868196306,0.5858813610037332,2.5700636872868214,0.013565778732299805
1,5,Ridge,0.5837827868196306,0.5858813610037333,2.570063687286821,0.011306047439575195
1,5,BayesianRidge,0.5836712694148096,0.5857704058715416,2.570407963818916,0.012169122695922852
1,5,LassoCV,0.5833059411178649,0.5854069195660102,2.571535482511267,0.07306408882141113
1,5,HuberRegressor,0.5825263674812812,0.5846312765528041,2.573939841867174,0.018335819244384766
1,5,ElasticNetCV,0.5822579297391461,0.5843641922782765,2.574767237313848,0.0628805160522461
1,5,ExtraTreesRegressor,0.5800369326170307,0.5821543934609785,2.581602758867302,0.9427056312561035
1,5,LinearSVR,0.5785787140169718,0.580703527223609,2.586080865697492,0.020585298538208008
1,5,OrthogonalMatchingPursuitCV,0.567470815073355,0.5696516344931531,2.6199413865153107,0.015446662902832031
1,5,RANSACRegressor,0.5647342000229356,0.5669288175018116,2.6282165113127753,0.1409296989440918
1,5,XGBRegressor,0.5626430646071725,0.5648482256259598,2.634522280590382,0.21846795082092285
1,5,BaggingRegressor,0.5623665878139192,0.5645731428333449,2.6353548605000956,0.19390487670898438
1,5,PoissonRegressor,0.5175468663421274,0.5199794031504865,2.7670144857941072,0.014243364334106445
1,5,KNeighborsRegressor,0.5154158074172226,0.517859089060497,2.7731188856346174,0.0345916748046875
1,5,AdaBoostRegressor,0.33826910330636806,0.341605561609025,3.240593624731675,0.3082714080810547
1,5,DecisionTreeRegressor,0.3161154600565369,0.31956361740078965,3.2943918888215555,0.03875231742858887
1,5,PassiveAggressiveRegressor,0.29802136853034544,0.3015607565881756,3.337688582155765,0.01141977310180664
1,5,TweedieRegressor,0.2973348486684936,0.3008776981710054,3.3393202767993846,0.011487722396850586
1,5,ExtraTreeRegressor,0.2751458737422172,0.27880060042923127,3.391635518354191,0.01744246482849121
1,5,OrthogonalMatchingPursuit,0.27335354024767156,0.27701730391028834,3.3958261468803337,0.010378122329711914
1,5,ElasticNet,0.27072276837367293,0.27439979643229306,3.401967766711304,0.00852823257446289
1,5,LassoLars,0.24315558269452353,0.24697160496665194,3.465669727779957,0.00975179672241211
1,5,Lasso,0.24315534427884555,0.24697136775306983,3.4656702736450735,0.010362625122070312
1,5,DummyRegressor,-0.005467598713671418,-0.00039801418234208796,3.994550416884971,0.007803916931152344
1,5,QuantileRegressor,-0.01303062799081478,-0.007922910538760375,4.009545581119794,0.6296226978302002
1,5,KernelRidge,-6.329179042846603,-6.292225198933091,10.784786014496952,1.1321356296539307
1,5,GaussianProcessRegressor,-7.159560898325793,-7.118420255140958,11.379344905640348,104.54127979278564
2,8,MLPRegressor,0.46537587126142177,0.46748622966433717,2.4217794490823707,2.7476437091827393
2,8,CatBoostRegressor,0.45695380630707516,0.45909740970323143,2.440780352680692,1.6660230159759521
2,8,LGBMRegressor,0.4557592710500127,0.4579075897169206,2.4434633625472526,0.5032715797424316
2,8,HistGradientBoostingRegressor,0.45075836987746687,0.45292642894374,2.454663899184873,0.43725013732910156
