cluster_id,n_stations,n_train,n_val,MLP_R2,MLP_RMSE,MLP_Bias,MLP_Bias_P90,MLP_RMSE_P90,ERA5_R2,ERA5_RMSE,ERA5_Bias,ERA5_Bias_P90,ERA5_RMSE_P90,features_ranked
1,5,4750,1786,0.4841262533464239,2.8684891388616958,0.06704825018310959,-3.7726589457593436,4.9145090923585615,-0.9634506204845947,5.596177592628018,-4.512280317754272,-9.825034212477604,10.2827447623782,2m_temperature|2m_dewpoint_temperature|relative_humidity|surface_pressure|gust_factor|wind_mag|wind_mag_max|day_cos|wind_mag_std|wind_mag_min|10m_v_component_of_wind|10m_u_component_of_wind|t2m_range|total_precipitation|pressure_tendency|day_sin|lag1_wind_mag_max
2,8,7690,2281,0.33751849520014265,2.701195684450387,0.39619504222326013,-3.0372011885677797,4.799040786540088,-1.4883260373659404,5.235073820694424,-4.480784235767055,-9.542296250839678,10.1473827055785,2m_dewpoint_temperature|2m_temperature|wind_mag_max|relative_humidity|wind_mag|gust_factor|total_precipitation|wind_mag_std|wind_mag_min|10m_u_component_of_wind|t2m_range|10m_v_component_of_wind|pressure_tendency|day_cos|surface_pressure|lag1_wind_mag_max|day_sin
3,3,2553,843,0.6252308374300968,2.269001416900179,0.5330155503578529,-1.3881235238288074,4.116901230833431,-0.12524635724890376,3.9316663070513895,-3.1943884544067203,-7.047033083506062,7.660582336207367,2m_dewpoint_temperature|2m_temperature|relative_humidity|wind_mag_std|total_precipitation|wind_mag_max|wind_mag_min|10m_u_component_of_wind|gust_factor|t2m_range|wind_mag|day_cos|10m_v_component_of_wind|surface_pressure|pressure_tendency|lag1_wind_mag_max|day_sin
4,10,10123,3395,0.42203142324340737,2.582961599563181,0.24321811865974646,-3.223778924403544,5.114146885115948,-1.4912788435281086,5.362619783402776,-4.632492732580993,-9.919280013310352,10.443129320003774,2m_dewpoint_temperature|2m_temperature|wind_mag|wind_mag_max|relative_humidity|gust_factor|total_precipitation|surface_pressure|10m_v_component_of_wind|t2m_range|wind_mag_std|10m_u_component_of_wind|day_cos|day_sin|lag1_wind_mag_max|wind_mag_min|pressure_tendency
5,3,2722,1009,0.133664600515371,2.742756618842403,-1.1163370218030861,-4.721918929719774,5.845028852464528,-1.7627164582425765,4.897928025804092,-4.296430349562904,-9.041405343461959,9.504645824675197,2m_dewpoint_temperature|2m_temperature|relative_humidity|wind_mag|wind_mag_max|total_precipitation|gust_factor|10m_u_component_of_wind|t2m_range|day_cos|wind_mag_min|lag1_wind_mag_max|wind_mag_std|10m_v_component_of_wind|surface_pressure|pressure_tendency|day_sin
6,1,1069,365,0.3512095532689127,2.78537289226306,-0.7305860370909151,-5.414813330484778,6.846735947725359,-3.126198616040349,7.0243506971479865,-6.457597052046559,-12.143596578409717,12.736854394266652,2m_dewpoint_temperature|wind_mag|wind_mag_max|2m_temperature|relative_humidity|gust_factor|total_precipitation|10m_v_component_of_wind|wind_mag_std|wind_mag_min|surface_pressure|pressure_tendency|day_sin|10m_u_component_of_wind|day_cos|lag1_wind_mag_max|t2m_range
