feature,importance,std,cluster_id
total_precipitation,0.40687107276994267,0.04606222997068105,1
latitude,0.3517754661396911,0.02404543978641609,1
longitude,0.3092977385374826,0.026820642993887412,1
2m_temperature,0.2754589002602115,0.03522994711459672,1
tp_sum_basin,0.22562083454858234,0.016003546051197696,1
relative_humidity,0.18318662245769488,0.019878105057293573,1
gust_factor,0.15540386517411342,0.026402560454165586,1
t2m_mean_basin,0.14831427222950522,0.025939391723570644,1
2m_dewpoint_temperature,0.1451107069683544,0.016960299249799082,1
tp_roll3_basin,0.13633876642922338,0.021170358812066505,1
tp_max_basin,0.10703345516387021,0.021669903193175622,1
wind_dir_cos,0.09748285166905281,0.017352821339300543,1
wind_mag_max_anom,0.07601169949503182,0.017211008860620575,1
t2m_range_basin,0.07364051761815794,0.013653715517759365,1
day_sin,0.07296769136084764,0.015402730041677052,1
rolling7d_wind_mag_max,0.06931620954131487,0.015472952602624995,1
ws_max_basin,0.06216663557203806,0.008850336732077003,1
rh_mean_basin,0.06076628472289338,0.012695211588097747,1
month_sin,0.06043305696902957,0.011546797431706134,1
d_msl_basin,0.060227758324819476,0.010488286917387641,1
cos_dir_mean_basin,0.06000781918560761,0.013470066341838305,1
pressure_tendency,0.05639981476213181,0.017852502533396798,1
day_cos,0.05102662471103089,0.012627393214795096,1
t2m_max_basin,0.05085192496097233,0.01295632455454416,1
ws_std_basin,0.04998276551687915,0.01135345627027755,1
tp_lag2_basin,0.04986934067536613,0.015712465195375638,1
10m_u_component_of_wind,0.0437087485660148,0.015914165636350647,1
month_cos,0.04245700486625303,0.009068141925498768,1
lag1_gust_obs,0.040207643689155186,0.012652640960811463,1
sin_dir_mean_basin,0.03543578173266131,0.009026091345913789,1
tp_lag1_basin,0.03513399733510842,0.0128601940137915,1
wind_mag_max,0.03362346424577762,0.010847935051116477,1
td_dep_mean_basin,0.032757661275734797,0.008501213980305828,1
10m_v_component_of_wind,0.03207174577626096,0.008487493348704236,1
wind_dir_sin,0.024791411832001137,0.009997765906292335,1
surface_pressure,0.02453096224203936,0.007448945329992908,1
rolling7d_gust_obs,0.02380156986209927,0.00941246957069414,1
ws_mean_basin,0.022766924534074244,0.010475190784501414,1
t2m_range,0.022628748670510464,0.0087389943361736,1
lag3_wind_mag_max,0.02103189701841175,0.010403410165558012,1
ws_p90_basin,0.020806981737184094,0.00794051658740535,1
t2m_min_basin,0.019325092096984728,0.016534396861127197,1
lag1_wind_mag_max,0.018115621807126107,0.013655963432898453,1
era5_clim_wind,0.01744519590517418,0.009851558928298086,1
rh_p10_basin,0.014788529111230787,0.009731029177967318,1
wind_mag,0.011677872837542883,0.00859103819783216,1
msl_range_basin,0.011136433245389703,0.0070693358459233534,1
lag3_gust_obs,0.010082143413818582,0.006783104747057372,1
wind_mag_std,0.008967514843017705,0.010289772151887953,1
rolling3d_wind_mag_max,0.008772215490460448,0.00969879235843789,1
msl_min_basin,0.00478328050241524,0.006566971202028259,1
lag2_wind_mag_max,0.0037082165522009567,0.009481266500486711,1
lag1_pressure_tendency,0.000744866265649291,0.008838396882189558,1
lag7_wind_mag_max,-0.00286533015361811,0.010685789841130122,1
msl_mean_basin,-0.009780910916366273,0.0084052822794178,1
lag2_gust_obs,-0.01198979861490046,0.00892922806898751,1
2m_temperature,0.21490990672989335,0.01138103079836129,2
tp_max_basin,0.16871082648656616,0.0216436699126207,2
tp_sum_basin,0.16708330806499536,0.015673756520320766,2
total_precipitation,0.10302898930293466,0.014033873555426422,2
gust_factor,0.09826714313411773,0.010970742740628613,2
rh_p10_basin,0.08543067902011542,0.015781029647484537,2
tp_roll3_basin,0.08529139712389244,0.008462332173640985,2
rolling7d_gust_obs,0.08196607935853187,0.009151205223273978,2
rolling7d_wind_mag_max,0.07252251466638496,0.013478832940415799,2
t2m_mean_basin,0.07225415867649569,0.008252763804897716,2
tp_lag1_basin,0.06575181786506924,0.011479115176199744,2
10m_v_component_of_wind,0.0596854230678024,0.01539145217733642,2
lag1_gust_obs,0.05302155134146374,0.017276878965897365,2
relative_humidity,0.05250784490346142,0.014813789949182699,2
ws_p90_basin,0.048251774131172674,0.011600749029751894,2
cos_dir_mean_basin,0.047458720222662135,0.010086168025860811,2
msl_range_basin,0.04682078079800021,0.011174489483715716,2
lag2_wind_mag_max,0.04344314582210189,0.011369660155458995,2
wind_mag_max_anom,0.04338726105192056,0.00902935438131742,2
wind_mag_max,0.04323907768787019,0.00867601698375967,2
ws_max_basin,0.04073666231083995,0.0064230692155162064,2
lag3_gust_obs,0.03521144817035561,0.011540798399326516,2
era5_clim_wind,0.03520862326142938,0.0134124302638583,2
msl_min_basin,0.034560536595727616,0.012906108908888448,2
10m_u_component_of_wind,0.03224524359676198,0.011934176148344699,2
wind_dir_sin,0.03129437401603063,0.012719127619605546,2
