cluster_id,n_stations,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,R2_deploy_mean,R2_deploy_std,R2_deploy_min,season
1,4,ExtraTreesRegressor,0.5239899278780864,0.5429240340266901,2.1985726229639377,41.19647073745728,0.4998,0.1454,0.2778,
1,4,HistGradientBoostingRegressor,0.5219199303557098,0.5409363741587275,2.20334784009295,2.260465621948242,0.4991,0.1291,0.2575,
1,4,CatBoostRegressor,0.5146654852679119,0.5339704869006606,2.2200018344954624,5.13298225402832,0.4914,0.1314,0.26,
1,4,LGBMRegressor,0.5132711787815507,0.5326316413143153,2.223188443835947,0.5911247730255127,0.4894,0.1281,0.2812,
1,4,RandomForestRegressor,0.5028022704261675,0.5225791515048196,2.2469702015795074,137.40337944030762,0.4763,0.1328,0.2233,
1,4,GradientBoostingRegressor,0.4945538786933641,0.5146588535115624,2.2655318845967902,55.4455349445343,,,,
1,4,MLPRegressor,0.4810820254113638,0.5017228659916515,2.295525395638699,21.619028329849243,,,,
1,4,HuberRegressor,0.4740049577692429,0.494927300691192,2.311125715893887,0.7267930507659912,,,,
1,4,XGBRegressor,0.4737913863218814,0.4947222244095665,2.311594865154996,1.828415870666504,,,,
1,4,LinearSVR,0.4712905103779533,0.4923208250384254,2.317081433940186,2.1454432010650635,,,,
1,4,ElasticNetCV,0.4563472442094753,0.4779719525696009,2.34959787932146,1.1119582653045654,,,,
1,4,LassoCV,0.456153936533531,0.4777863340335928,2.350015567756785,0.7794013023376465,,,,
1,4,BayesianRidge,0.4542939655651017,0.4760003465579762,2.354030701997303,0.1303987503051757,,,,
1,4,RidgeCV,0.4541753164995237,0.4758864169597658,2.354286598345707,0.1088166236877441,,,,
1,4,Ridge,0.4541129020127425,0.4758264851148176,2.3544211996140247,0.0509729385375976,,,,
1,4,LinearRegression,0.4541057754162886,0.4758196419907976,2.354436568135347,0.1021962165832519,,,,
1,4,TransformedTargetRegressor,0.4541057754162886,0.4758196419907976,2.354436568135347,0.0870094299316406,,,,
1,4,PoissonRegressor,0.4530120329472834,0.4747694049793872,2.356794038284096,0.0896902084350586,,,,
1,4,SGDRegressor,0.4503322983192649,0.4721962613309898,2.362560039309893,0.1631748676300048,,,,
1,4,BaggingRegressor,0.4207473606786047,0.4437881146502164,2.4253071955994563,13.676202774047852,,,,
1,4,LassoLarsIC,0.4074989862028955,0.4310667166888933,2.452885599267517,0.1502926349639892,,,,
1,4,KNeighborsRegressor,0.3987874242614273,0.4227016718658227,2.470852228186108,0.3502182960510254,,,,
1,4,GammaRegressor,0.3805467952784551,0.4051865947684258,2.5080546570409714,0.0603220462799072,,,,
1,4,TweedieRegressor,0.3565282300384625,0.3821234086063674,2.5562156763271155,0.0521562099456787,,,,
1,4,LarsCV,0.3424753618568972,0.3686295170377462,2.583977692618276,0.3555722236633301,,,,
1,4,RANSACRegressor,0.2822673756265036,0.3108164053468729,2.6996911841040427,0.2568747997283935,,,,
1,4,ElasticNet,0.2802454774921555,0.3088749316323838,2.703491110116334,0.0543489456176757,,,,
1,4,LassoLars,0.2632021515386429,0.2925095328103088,2.7353123045830547,0.043015718460083,,,,
1,4,Lasso,0.2631891631278867,0.2924970610355701,2.7353364137761416,0.0705564022064209,,,,
1,4,OrthogonalMatchingPursuit,0.1861901395434398,0.2185608039161013,2.874711183002919,0.0447611808776855,,,,
1,4,OrthogonalMatchingPursuitCV,0.1861901395434398,0.2185608039161013,2.874711183002919,0.1690680980682373,,,,
1,4,LassoLarsCV,0.0663295764124145,0.1034678975181314,3.079140779277294,0.2197511196136474,,,,
1,4,QuantileRegressor,-0.075715584402102,-0.0329271766484944,3.305076185408267,53.48002505302429,,,,
1,4,PassiveAggressiveRegressor,-0.0996135822341226,-0.0558745911752636,3.34158715152318,0.1021482944488525,,,,
1,4,DecisionTreeRegressor,-0.1396452430399668,-0.0943139249288167,3.40186899979574,2.322272539138794,,,,
1,4,ExtraTreeRegressor,-0.1707107737552744,-0.124143771589154,3.4479229498742354,0.4365794658660888,,,,
1,4,DummyRegressor,-0.2374753323527247,-0.1882526568857987,3.544875769430807,0.0420441627502441,,,,
1,4,AdaBoostRegressor,-1.0072868807032354,-0.9274436481839864,4.5147890981800805,14.688416957855225,,,,
1,4,Lars,-6.167171433461288e+18,-5.921861753274761e+18,7913630256.177525,0.0518171787261962,,,,
10,31,CatBoostRegressor,0.4265067758776282,0.4300010691726549,2.2155959409536807,18.512478828430176,0.3833,0.1641,0.1932,
10,31,XGBRegressor,0.4112701986686384,0.4148573284041689,2.244835002360925,6.792324542999268,0.3673,0.1666,0.1807,
10,31,HistGradientBoostingRegressor,0.4078075324555591,0.4114157602107737,2.2514269212885667,7.375230312347412,0.3613,0.1579,0.1823,
10,31,LGBMRegressor,0.406736434315059,0.4103511882695263,2.2534620786797124,3.6948704719543457,0.36,0.158,0.1732,
10,31,ExtraTreesRegressor,0.403033018164591,0.4066703370277249,2.260484694541323,270.73177313804626,0.3574,0.172,0.1549,
10,31,MLPRegressor,0.4017931373012373,0.4054380107564836,2.262830953223761,129.49621176719666,,,,
10,31,GradientBoostingRegressor,0.3946681388617226,0.3983564249210365,2.276266893339928,321.5231413841248,,,,
10,31,RandomForestRegressor,0.3756255781999842,0.3794298905508768,2.3117931204945235,1016.8783514499664,,,,
10,31,KNeighborsRegressor,0.363791214823053,0.3676676339310258,2.3335990871571592,10.398369550704956,,,,
10,31,BaggingRegressor,0.3289876420287576,0.3330761192499613,2.3965785867873985,100.6088354587555,,,,
10,31,PoissonRegressor,0.305069873125167,0.30930408127395,2.438916799713329,1.2255759239196775,,,,
10,31,HuberRegressor,0.2807057110675977,0.2850883700167315,2.4813025471342502,10.41970157623291,,,,
10,31,BayesianRidge,0.2744837890193176,0.2789043581295152,2.492011118748402,1.057581901550293,,,,
10,31,RidgeCV,0.2744556302915917,0.2788763709728722,2.4920594782341423,1.6186397075653076,,,,
10,31,Ridge,0.2744556302861625,0.2788763709674761,2.4920594782434664,0.928473949432373,,,,
10,31,TransformedTargetRegressor,0.274453812137221,0.2788745638965131,2.4920626006799798,0.8052184581756592,,,,
10,31,LinearRegression,0.274453812137221,0.2788745638965131,2.4920626006799798,0.792504072189331,,,,
10,31,ElasticNetCV,0.27343234266428,0.277859318235433,2.493816224771797,10.16134476661682,,,,
10,31,LassoCV,0.2729972627785272,0.2774268892907264,2.49456278077781,6.9515907764434814,,,,
10,31,LassoLarsIC,0.2719229347367118,0.2763591071279472,2.4964052699850416,0.9537687301635742,,,,
10,31,LinearSVR,0.26790339570511,0.2723640591412199,2.503286812901488,48.07120633125305,,,,
10,31,LassoLarsCV,0.2641357497229617,0.2686193694199997,2.509719976952081,1.3209071159362793,,,,
10,31,SGDRegressor,0.2635259576103028,0.2680132927697055,2.510759632381159,2.429459810256958,,,,
10,31,GammaRegressor,0.2616690619453761,0.2661677111670878,2.5139228692078386,0.5684800148010254,,,,
10,31,LarsCV,0.2602368986777671,0.2647442740679721,2.516359854826474,1.839077711105347,,,,
10,31,TweedieRegressor,0.2138810636394233,0.218670885058189,2.594003419497098,0.4841318130493164,,,,
10,31,OrthogonalMatchingPursuit,0.1842556609500473,0.1892259898998973,2.64242974624856,0.3766260147094726,,,,
10,31,OrthogonalMatchingPursuitCV,0.1842556609500473,0.1892259898998973,2.64242974624856,1.2715849876403809,,,,
10,31,ElasticNet,0.1272575852567214,0.1325752033903791,2.733187694657609,0.4116556644439697,,,,
10,31,Lasso,0.008103860151075,0.0141474817407477,2.9137984998915147,0.4270243644714355,,,,
10,31,LassoLars,0.0080998789089528,0.0141435247563274,2.9138043475429054,0.3515114784240722,,,,
10,31,QuantileRegressor,-0.0421387717202037,-0.0357890218550993,2.986683427572628,1198.366415977478,,,,
10,31,RANSACRegressor,-0.0825273327833451,-0.0759314954804428,3.044008428832548,2.113712310791016,,,,
10,31,ExtraTreeRegressor,-0.1690905244181995,-0.1619672577274633,3.163373597756301,2.9335761070251465,,,,
10,31,DecisionTreeRegressor,-0.1879308085675892,-0.1806927480557396,3.1887611352602434,16.78908133506775,,,,
10,31,DummyRegressor,-0.4956921604351056,-0.4865789104997984,3.578059217862787,0.2973916530609131,,,,
10,31,PassiveAggressiveRegressor,-0.5081093925496702,-0.4989204844389989,3.592881037558666,1.0661165714263916,,,,
10,31,AdaBoostRegressor,-1.055980908583649,-1.0434538202042507,4.195038530689704,94.24653244018556,,,,
10,31,Lars,-100080339951327.02,-99470550600474.44,29268522.62335176,0.3648502826690674,,,,
10,31,CatBoostRegressor,0.1945620763104795,0.2155351058446515,2.7059781317000486,9.729144811630247,0.2128,0.0242,0.1945,DJF
