cluster_id,n_stations,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,R2_deploy_mean,R2_deploy_std,R2_deploy_min,season
4,6,TweedieRegressor,0.5441656692616721,0.5573084178653721,2.280457266138188,0.0429511070251464,0.4781,0.1403,0.2453,
4,6,KNeighborsRegressor,0.4869139062536443,0.5017073544154806,2.419432694438981,0.2127749919891357,0.4112,0.1541,0.1784,
4,6,CatBoostRegressor,0.4364158292354775,0.4526652527077848,2.5356996833442698,3.4660565853118896,0.3624,0.1661,0.1058,
4,6,HuberRegressor,0.4340236125677227,0.4503420091299219,2.541075561551549,0.3702156543731689,0.3497,0.1447,0.099,
4,6,LinearSVR,0.4321573570991838,0.4485295620843107,2.5452615959673235,1.0887935161590576,0.3486,0.142,0.1004,
4,6,PoissonRegressor,0.4186926194645892,0.4354530436991518,2.57526153754844,0.0633940696716308,,,,
4,6,LassoLarsIC,0.4023675529129576,0.4195986662359863,2.6111721635507066,0.0971987247467041,,,,
4,6,LassoLarsCV,0.4023504530348063,0.4195820593865178,2.611209519626884,0.2241129875183105,,,,
4,6,TransformedTargetRegressor,0.4020530406354347,0.4192932220683391,2.611859155771955,0.0614783763885498,,,,
4,6,LinearRegression,0.4020530406354347,0.4192932220683391,2.611859155771955,0.0601599216461181,,,,
4,6,Ridge,0.4020037056686848,0.4192453095417645,2.611966902224051,0.0358617305755615,,,,
4,6,RidgeCV,0.4015256894062006,0.4187810755838209,2.6130106488610005,0.0607640743255615,,,,
4,6,BayesianRidge,0.4011673205936494,0.4184330393655769,2.61379287239638,0.0870065689086914,,,,
4,6,ElasticNetCV,0.4010130941729106,0.4182832596460607,2.6141294354976714,0.3931665420532226,,,,
4,6,LGBMRegressor,0.4004955658261715,0.4177806528278196,2.615258503572841,0.3436203002929687,,,,
4,6,HistGradientBoostingRegressor,0.4002059839524141,0.4174994202632528,2.6158900585558085,0.9719297885894777,,,,
4,6,LassoCV,0.4000752793831632,0.4173724842063301,2.616175064865779,0.5027804374694824,,,,
