feature,importance,std,cluster_id
10m_v_component_of_wind,0.009926587019547451,0.004591799256030777,6
longitude,0.008392330966054132,0.0037884629558239506,6
lag1_pressure_tendency,0.007994542571135877,0.008121981910512369,6
q850_18z,0.006903223254176005,0.0038464901656815936,6
wind_dir_sin,0.0037079279646281696,0.004894688744131526,6
latitude,0.0015695298746408884,0.0038097660887873967,6
wind100m_mag_18z,8.374617886592143e-05,0.003989622176615214,6
lag7_wind_mag_max,-0.004216259501843145,0.007154215108703226,6
lag3_wind_mag_max,-0.005016610571451574,0.005373037585911084,6
lag3_gust_obs,-0.010197553880689858,0.007689352628652121,6
wind_dir_cos,-0.0114452359942025,0.005600099395004362,6
bt55_flag,0.2778960264077012,0.03606383767015098,7
tp_roll3_basin,0.2513842461308057,0.026292069554466245,7
rolling3d_wind_mag_max,0.20279418683053752,0.03671004818541452,7
tp_max_basin,0.18058045958442204,0.04768507977837883,7
wind10m_mag_18z,0.14730684761091267,0.018156606671291167,7
tp_lag1_basin,0.11512386418074176,0.026773367723631526,7
rolling7d_gust_obs,0.11103243629904544,0.024286860171712946,7
surface_pressure,0.1044228828963635,0.026317376568118257,7
10m_v_component_of_wind,0.08620811090276059,0.01574345645610137,7
2m_dewpoint_temperature,0.08200834163781875,0.02804211651709417,7
rh_p10_basin,0.08131802568195665,0.01739370091419212,7
ws_p90_basin,0.08006989494905999,0.03496778029002265,7
lag1_wind_mag_max,0.07941265075593276,0.022321701283736825,7
day_cos,0.07820883638035162,0.018076228919021057,7
bt55_rolling3d,0.07679775590083217,0.02126804107959568,7
thickness_1000_500_18z,0.07211888241323965,0.01968177965778524,7
cape_18z,0.06937112279926125,0.01976900344936384,7
bt55_frac_month,0.06789779354181526,0.01740069760609949,7
wind_shear_sfc_18z,0.0632485512386434,0.013375386374324982,7
mslp_tendency_18z,0.06151620369708065,0.01457075776810955,7
2m_temperature,0.05460220917668264,0.013187332512778609,7
msl_18z,0.05449806099003169,0.014346384601054066,7
tp_lag2_basin,0.054225952733562545,0.023919834716917044,7
lag1_pressure_tendency,0.045074689712740014,0.013025432742760867,7
wind_shear_850_500_18z,0.044043763223910924,0.02160872000911189,7
total_precipitation,0.04336852111760397,0.031427094269357386,7
gust_factor,0.041991268574758246,0.011595012477999557,7
lapse_rate_850_500_18z,0.04151873183089103,0.013004468148240269,7
msl_min_basin,0.04085673942213249,0.008167541732533947,7
10m_u_component_of_wind,0.04065205719637827,0.009554534158128675,7
lag3_gust_obs,0.04019278714594439,0.017741623731666677,7
wind100m_mag_18z,0.039406388258935526,0.011249085235719622,7
msl_range_basin,0.0393994950803105,0.020755183975829254,7
month_sin,0.039308350373546415,0.015158801419846742,7
month_cos,0.03825349436854002,0.009109045316837745,7
bt55_rolling7d,0.03819919171705493,0.017438944149500094,7
wind_mag_max,0.03427646186231877,0.04296188264337156,7
lag2_wind_mag_max,0.03346487108969605,0.012815295521498602,7
relative_humidity,0.03000759640146827,0.011788248375481637,7
rolling7d_wind_mag_max,0.028606146709339506,0.014601894102326766,7
era5_clim_wind,0.02834017311231481,0.01423339208451456,7
wind_shear_850_300_18z,0.023821558090828147,0.017392199590670704,7
wind_dir_cos,0.0173843218814229,0.014686588801108472,7
wind_mag,0.014323763619268867,0.009929430338414945,7
lag1_gust_obs,0.01429735093407675,0.02170166839667322,7
t2m_range,0.012825292714548278,0.01510548966195252,7
pressure_tendency,0.007187878807493793,0.011376678270451931,7
lag2_gust_obs,0.006161344240116133,0.016442916574797174,7
