epoch,train_loss,val_loss
1,4.43338384793673,3.8832595348358154
2,4.3810727472250175,3.851224899291992
3,4.324325718631634,3.8133418560028076
4,4.216576482519249,3.7722017765045166
5,4.136669828712596,3.7259159088134766
6,4.057472858814835,3.6713099479675293
7,3.88446692924279,3.607975482940674
8,3.839379289935779,3.5273597240448
9,3.717296851163655,3.423125982284546
10,3.6492713806946155,3.2936487197875977
11,3.4602045227337435,3.1503076553344727
12,3.3535274150054577,2.979452610015869
13,3.206546476121583,2.8006608486175537
14,3.10504757875652,2.61684513092041
15,3.024910404503001,2.4307544231414795
16,2.917869811802241,2.244292974472046
17,2.7775581296468745,2.069901466369629
18,2.6318972965196377,1.9259393215179443
19,2.5048169331743537,1.7928489446640015
20,2.489733883411209,1.6784170866012573
21,2.316641527793311,1.5982811450958252
22,2.1239007718301233,1.528375506401062
23,2.0589840508609836,1.4193047285079956
24,1.989331095204877,1.3406237363815308
25,1.9826419484408604,1.2865186929702759
26,1.8137102457829293,1.260177731513977
27,1.8010212031403028,1.2465611696243286
28,1.6809490733063979,1.2206919193267822
29,1.763325556854292,1.1601793766021729
30,1.6246730027171228,1.10604989528656
31,1.5372795583195769,1.0480003356933594
32,1.4783552058170297,1.0311427116394043
33,1.4478210686259188,1.015926718711853
34,1.4410080778805507,1.0016313791275024
35,1.316813297354417,0.9517042636871338
36,1.2553010345194382,0.8920929431915283
37,1.1611968650983249,0.8497495651245117
38,1.1475008236879558,0.8284581899642944
39,1.1616685418035253,0.8057630658149719
40,1.1519528007231696,0.774240255355835
41,0.9862507540366553,0.7476869821548462
42,1.2145789441345745,0.7222090363502502
43,0.9871502701257695,0.7265653014183044
44,0.9599098080844548,0.7502473592758179
45,0.9463090910387866,0.7606229186058044
46,0.9935920817314545,0.7727064490318298
47,0.9971580371002241,0.7703306078910828
48,0.768804622867893,0.773493766784668
49,0.8851449934044325,0.7816882729530334
50,0.9112021657772836,0.7793546915054321
51,0.8932987124244601,0.7628788352012634
52,0.8076193456704905,0.7541849613189697
53,0.7530084958655296,0.7594780921936035
54,0.7902960942659764,0.7399362325668335
55,0.7321555445649032,0.7163612246513367
56,0.8686767671838661,0.7264295816421509
57,0.7460221196874718,0.742821455001831
58,0.7306559292567258,0.7505139708518982
59,0.721668787085252,0.762351393699646
60,0.6342812077158448,0.7488041520118713
61,0.8193016827451012,0.7490895986557007
62,0.7185573822501078,0.744611918926239
63,0.7285972068764571,0.7462564706802368
64,0.6761945232835119,0.7508974671363831
65,0.7092630966550353,0.7796889543533325
66,0.7594604674791325,0.81482994556427
67,0.6630093775732668,0.8425968289375305
68,0.7131648508110487,0.8581533432006836
69,0.6958917193330092,0.8351902961730957
70,0.7341518777643325,0.8081221580505371
71,0.741231237877311,0.8022421002388
72,0.7150486232228361,0.7839009761810303
73,0.6761668451948663,0.7741255760192871
74,0.6623328424602575,0.7592197060585022
75,0.6658545784178497,0.7545756101608276
76,0.6515700355430559,0.7539467215538025
77,0.5923693631425758,0.7656732797622681
78,0.6125064688610893,0.7776467800140381
79,0.6370152817296155,0.7947999835014343
80,0.6553443129352062,0.8182464838027954
