epoch,train_loss,val_loss
1,2.9482237377437936,2.842137098312378
2,2.4596907572723676,2.76808500289917
3,2.2713667419849415,2.611231803894043
4,2.0490122734087906,2.35650897026062
5,1.7817101563322602,2.022369623184204
6,1.5976780206671257,1.5960922241210938
7,1.3666011247589689,1.1295305490493774
8,1.1117171153638035,0.8064727187156677
9,0.9950196545270947,0.644813597202301
10,0.9199709587187563,0.5806626677513123
11,0.8450362021324194,0.536358654499054
12,0.7815307138655423,0.4628864824771881
13,0.7537434914665765,0.40847474336624146
14,0.7114013698993701,0.3725070059299469
15,0.6681056324904564,0.3439694046974182
16,0.7014636682673088,0.3117201328277588
17,0.6449832486880334,0.29193761944770813
18,0.6041246302319929,0.2819651961326599
19,0.6090774024832305,0.2726794183254242
20,0.5744087275170602,0.2757106125354767
21,0.5509863617295903,0.27394431829452515
22,0.5104268888161646,0.26909923553466797
23,0.5185065277944809,0.2604852020740509
24,0.5255059710046126,0.25969764590263367
25,0.5089438027962689,0.2577180862426758
26,0.46692174602458825,0.2545180320739746
27,0.4653154158196743,0.2497091442346573
28,0.488371570528401,0.2531917691230774
29,0.44938037999998337,0.2533242404460907
30,0.458512613417413,0.2490425407886505
31,0.4665014320075229,0.24672123789787292
32,0.39401810188994024,0.24279163777828217
33,0.37199216586718625,0.2490697056055069
34,0.39365295423150626,0.24527771770954132
35,0.4003967507190614,0.24669836461544037
36,0.4110477556832029,0.24107293784618378
37,0.3924245163445224,0.242856964468956
38,0.3820660301435615,0.24796830117702484
39,0.38731964730538465,0.24180033802986145
40,0.3836059728504922,0.24315424263477325
41,0.34238859770987273,0.24631242454051971
42,0.33613511651613137,0.24599088728427887
43,0.35752136814650765,0.2442585527896881
44,0.3512093157847346,0.24385657906532288
45,0.3715610062059068,0.2545020282268524
46,0.3742716370318173,0.24527142941951752
47,0.338181778152972,0.2494465708732605
48,0.3744839852172617,0.26380419731140137
49,0.306308160037226,0.24461591243743896
50,0.31215593670781755,0.2454199194908142
51,0.33859507492368257,0.24503856897354126
52,0.31574079295470253,0.24930191040039062
53,0.31300519385609016,0.24615338444709778
54,0.35176614816719887,0.2458122968673706
55,0.3328355392573569,0.24584150314331055
56,0.31445485042734733,0.24693945050239563
57,0.2958079525644745,0.25169840455055237
58,0.3159765327146268,0.24688436090946198
59,0.33183701816610817,0.24776402115821838
60,0.33233224484027846,0.2468450516462326
61,0.2980264649854452,0.2467208355665207
